frame,time_s,ped1,ped2,distance,heading_diff_deg,lateral_ratio,formation,ttc
1,0.000000,1,2,2.693153,13.453358,0.430286,False,
1,0.000000,1,3,3.476606,44.135394,0.055135,False,
1,0.000000,1,5,4.426441,161.156118,0.527997,False,2.011130
1,0.000000,1,6,4.619762,145.753489,0.876051,False,3.433524
1,0.000000,1,7,4.747579,147.302341,0.898685,False,
1,0.000000,1,8,4.777380,152.816912,0.984092,False,
1,0.000000,1,14,4.627838,16.191542,0.571345,False,
1,0.000000,1,15,3.988045,14.479432,0.795192,False,
1,0.000000,1,16,4.025524,33.123355,0.946346,False,8.928677
1,0.000000,1,21,3.760885,79.660844,0.992161,False,
1,0.000000,1,22,4.490407,102.977353,0.975102,False,
1,0.000000,1,217,1.793422,71.636768,0.694553,False,
1,0.000000,1,219,2.842769,45.622145,0.765028,False,
1,0.000000,1,220,2.063528,31.432844,0.834004,False,
1,0.000000,1,409,2.334134,129.691902,0.171815,False,
1,0.000000,1,412,3.460879,102.977353,0.782316,False,
1,0.000000,1,413,3.886331,102.977353,0.903152,False,
1,0.000000,1,414,4.075769,102.977353,0.814669,False,
1,0.000000,1,419,3.862171,102.977353,0.968690,False,
1,0.000000,1,420,3.380973,102.977353,0.966213,False,
1,0.000000,1,421,2.480859,102.977353,0.427284,False,
1,0.000000,1,422,3.034768,102.977353,0.529216,False,
1,0.000000,1,423,3.164549,102.977353,0.285641,False,
1,0.000000,1,425,3.600821,102.977353,0.473078,False,
1,0.000000,2,5,2.245104,174.609475,0.167882,False,
1,0.000000,2,6,2.893896,159.206846,0.963658,False,
1,0.000000,2,7,4.627084,160.755699,0.670609,False,
1,0.000000,2,8,4.204920,166.270270,0.911017,False,
1,0.000000,2,9,3.061569,93.355416,0.517481,False,
1,0.000000,2,14,2.389776,29.644900,0.930767,False,
1,0.000000,2,15,2.048143,1.026074,0.988101,True,
1,0.000000,2,16,2.516197,19.669998,0.867649,False,
1,0.000000,2,217,4.459755,58.183411,0.744370,False,
1,0.000000,2,220,4.568856,17.979486,0.758710,False,
1,0.000000,2,273,3.580632,94.524134,0.558534,False,
1,0.000000,2,409,2.748301,116.238544,0.865897,False,
1,0.000000,2,419,4.875988,89.523996,0.995253,False,
1,0.000000,2,420,4.462284,89.523996,0.988664,False,
1,0.000000,2,421,1.952255,89.523996,0.997023,False,
1,0.000000,2,422,2.474200,89.523996,0.970107,False,
1,0.000000,2,423,1.836666,89.523996,0.877072,False,
1,0.000000,2,425,2.645873,89.523996,0.890440,False,
1,0.000000,3,4,4.315235,17.285092,0.989012,False,
1,0.000000,3,21,3.440248,123.796237,0.946550,False,
1,0.000000,3,22,3.502968,147.112747,0.992010,False,
1,0.000000,3,217,1.695212,115.772162,0.173860,False,
1,0.000000,3,218,2.076800,174.659361,0.847553,False,
1,0.000000,3,219,0.968938,89.757539,0.723438,False,
1,0.000000,3,220,1.811586,75.568238,0.590153,False,
1,0.000000,3,409,4.691370,173.827296,0.631167,False,
1,0.000000,3,412,1.472077,147.112747,0.997166,False,
1,0.000000,3,413,2.404481,147.112747,0.991114,False,
1,0.000000,3,414,1.892034,147.112747,0.931798,False,
1,0.000000,3,419,4.598496,147.112747,0.952200,False,
1,0.000000,3,420,4.314554,147.112747,0.921820,False,
1,0.000000,3,468,2.735028,147.112747,0.532663,False,
1,0.000000,3,473,2.584880,147.112747,0.669346,False,
1,0.000000,4,5,10.775607,134.305815,0.466567,False,5.824533
1,0.000000,4,10,2.641268,37.445771,0.950699,False,5.412755
1,0.000000,4,11,2.388757,39.427440,0.913354,False,
1,0.000000,4,12,2.660528,21.370240,0.924864,False,
1,0.000000,4,13,2.496724,18.085963,0.842855,True,
1,0.000000,4,215,4.846835,65.692621,0.267374,False,
1,0.000000,4,216,4.458969,63.166406,0.181631,False,
