frame,time_s,pedestrians,mean_speed,density,flow
7,0.000000,1,1.132661,0.008848,0.010022
17,0.400000,2,1.021531,0.017696,0.018077
27,0.800000,2,1.021531,0.017696,0.018077
37,1.200000,2,1.021531,0.017696,0.018077
47,1.600000,2,1.083539,0.017696,0.019174
57,2.000000,2,1.134133,0.017696,0.020070
67,2.400000,2,1.136635,0.017696,0.020114
77,2.800000,2,1.150791,0.017696,0.020364
87,3.200000,3,1.576270,0.026544,0.041841
97,3.600000,3,1.576270,0.026544,0.041841
107,4.000000,3,1.351086,0.026544,0.035863
117,4.400000,3,1.315116,0.026544,0.034909
127,4.800000,3,1.346028,0.026544,0.035729
137,5.200000,3,1.369642,0.026544,0.036356
147,5.600000,3,1.281996,0.026544,0.034029
157,6.000000,3,1.365752,0.026544,0.036253
167,6.400000,3,1.448545,0.026544,0.038450
177,6.800000,3,1.479485,0.026544,0.039272
187,7.200000,3,1.478622,0.026544,0.039249
197,7.600000,3,1.474937,0.026544,0.039151
207,8.000000,3,1.427122,0.026544,0.037882
217,8.400000,5,1.715187,0.044240,0.075880
227,8.800000,6,1.666173,0.053088,0.088454
237,9.200000,6,1.686892,0.053088,0.089554
247,9.600000,6,1.647726,0.053088,0.087475
257,10.000000,6,1.623257,0.053088,0.086176
267,10.400000,6,1.556878,0.053088,0.082652
277,10.800000,6,1.507007,0.053088,0.080004
287,11.200000,5,1.447653,0.044240,0.064044
297,11.600000,5,1.436090,0.044240,0.063533
307,12.000000,5,1.422968,0.044240,0.062952
317,12.400000,5,1.410389,0.044240,0.062396
327,12.800000,5,1.401060,0.044240,0.061983
337,13.200000,6,1.342956,0.053088,0.071295
347,13.600000,6,1.325062,0.053088,0.070345
357,14.000000,4,1.404361,0.035392,0.049703
367,14.400000,4,1.375041,0.035392,0.048666
377,14.800000,4,1.306583,0.035392,0.046243
387,15.200000,5,1.214386,0.044240,0.053725
397,15.600000,6,1.221657,0.053088,0.064855
407,16.000000,5,1.184192,0.044240,0.052389
417,16.400000,5,1.182695,0.044240,0.052323
427,16.800000,5,1.177123,0.044240,0.052076
437,17.200000,6,1.150339,0.053088,0.061069
447,17.600000,6,1.173212,0.053088,0.062284
457,18.000000,8,1.217945,0.070784,0.086211
467,18.400000,8,1.234200,0.070784,0.087362
477,18.800000,7,1.177575,0.061936,0.072934
487,19.200000,7,1.167651,0.061936,0.072320
497,19.600000,7,1.192932,0.061936,0.073886
507,20.000000,7,1.192299,0.061936,0.073846
517,20.400000,7,1.137490,0.061936,0.070452
527,20.800000,7,1.095058,0.061936,0.067824
537,21.200000,8,1.084267,0.070784,0.076749
547,21.600000,8,1.085705,0.070784,0.076851
557,22.000000,8,1.065657,0.070784,0.075432
567,22.400000,10,1.095517,0.088480,0.096932
577,22.800000,10,1.166415,0.088480,0.103205
587,23.200000,10,1.202993,0.088480,0.106441
597,23.600000,10,1.230363,0.088480,0.108863
607,24.000000,10,1.255335,0.088480,0.111072
617,24.400000,11,1.241550,0.097328,0.120838
627,24.800000,11,1.251698,0.097328,0.121826
637,25.200000,11,1.248778,0.097328,0.121541
647,25.600000,12,1.238858,0.106176,0.131537
657,26.000000,12,1.241871,0.106176,0.131857
667,26.400000,12,1.236838,0.106176,0.131323
677,26.800000,12,1.252289,0.106176,0.132963
687,27.200000,11,1.226113,0.097328,0.119335
697,27.600000,11,1.243701,0.097328,0.121047
707,28.000000,11,1.260876,0.097328,0.122719
717,28.400000,10,1.257011,0.088480,0.111221
727,28.800000,9,1.270425,0.079632,0.101167
737,29.200000,9,1.257038,0.079632,0.100101
747,29.600000,9,1.215477,0.079632,0.096791
757,30.000000,8,1.161110,0.070784,0.082188
767,30.400000,6,1.155784,0.053088,0.061358
777,30.800000,6,1.158801,0.053088,0.061519
787,31.200000,6,1.170930,0.053088,0.062162
797,31.600000,6,1.170146,0.053088,0.062121
807,32.000000,6,1.158603,0.053088,0.061508
817,32.400000,5,1.209862,0.044240,0.053524
827,32.800000,4,1.248772,0.035392,0.044197
837,33.200000,4,1.230202,0.035392,0.043539
847,33.600000,4,1.250095,0.035392,0.044243
857,34.000000,4,1.252595,0.035392,0.044332
867,34.400000,4,1.225371,0.035392,0.043368
877,34.800000,4,1.158934,0.035392,0.041017
887,35.200000,4,1.156929,0.035392,0.040946
897,35.600000,3,1.101026,0.026544,0.029226
907,36.000000,3,1.025856,0.026544,0.027230
917,36.400000,3,1.032726,0.026544,0.027413
927,36.800000,3,1.027971,0.026544,0.027287
937,37.200000,2,1.237778,0.017696,0.021904
947,37.600000,2,1.189592,0.017696,0.021051
957,38.000000,2,1.189592,0.017696,0.021051
967,38.400000,2,1.134702,0.017696,0.020080
977,38.800000,2,1.138461,0.017696,0.020146
987,39.200000,1,1.160167,0.008848,0.010265
997,39.600000,1,1.614751,0.008848,0.014287
1007,40.000000,1,1.614751,0.008848,0.014287
1017,40.400000,1,1.614751,0.008848,0.014287
1027,40.800000,1,1.522528,0.008848,0.013471
1037,41.200000,1,1.522528,0.008848,0.013471
1047,41.600000,1,1.522528,0.008848,0.013471
1057,42.000000,1,1.522528,0.008848,0.013471
1067,42.400000,1,1.539052,0.008848,0.013618
1077,42.800000,1,1.577615,0.008848,0.013959
1087,43.200000,1,1.577615,0.008848,0.013959
1097,43.600000,1,1.577615,0.008848,0.013959
1107,44.000000,1,1.577615,0.008848,0.013959
1117,44.400000,1,1.577615,0.008848,0.013959
1127,44.800000,1,1.611580,0.008848,0.014259
1137,45.200000,1,1.632416,0.008848,0.014444
1147,45.600000,1,1.632416,0.008848,0.014444
1157,46.000000,1,1.632416,0.008848,0.014444
1167,46.400000,3,1.440328,0.026544,0.038232
1177,46.800000,3,1.369288,0.026544,0.036346
1187,47.200000,3,1.369288,0.026544,0.036346
1197,47.600000,4,1.313354,0.035392,0.046482
1207,48.000000,5,1.268941,0.044240,0.056138
1217,48.400000,6,1.210218,0.053088,0.064248
1227,48.800000,10,1.228575,0.088480,0.108705
1237,49.200000,11,1.270126,0.097328,0.123619
1247,49.600000,11,1.278605,0.097328,0.124444
1257,50.000000,10,1.309063,0.088480,0.115826
1267,50.400000,10,1.298704,0.088480,0.114910
1277,50.800000,10,1.281263,0.088480,0.113366
1287,51.200000,10,1.279930,0.088480,0.113248
1297,51.600000,10,1.295260,0.088480,0.114605
1307,52.000000,10,1.326460,0.088480,0.117365
1317,52.400000,10,1.330404,0.088480,0.117714
1327,52.800000,10,1.315004,0.088480,0.116352
1337,53.200000,10,1.308167,0.088480,0.115747
1347,53.600000,11,1.296873,0.097328,0.126222
1357,54.000000,12,1.291767,0.106176,0.137155
1367,54.400000,12,1.322050,0.106176,0.140370
1377,54.800000,12,1.342342,0.106176,0.142525
1387,55.200000,12,1.364503,0.106176,0.144878
1397,55.600000,11,1.360664,0.097328,0.132431
1407,56.000000,11,1.355617,0.097328,0.131940
1417,56.400000,12,1.310464,0.106176,0.139140
1427,56.800000,12,1.305965,0.106176,0.138662
1437,57.200000,12,1.305550,0.106176,0.138618
1447,57.600000,12,1.283288,0.106176,0.136255
1457,58.000000,12,1.255583,0.106176,0.133313
1467,58.400000,12,1.242232,0.106176,0.131896
1477,58.800000,11,1.210453,0.097328,0.117811
1487,59.200000,11,1.180127,0.097328,0.114860
1497,59.600000,10,1.147712,0.088480,0.101550
1507,60.000000,9,1.141384,0.079632,0.090891
1517,60.400000,10,1.178145,0.088480,0.104243
1527,60.800000,11,1.204394,0.097328,0.117222
1537,61.200000,11,1.220633,0.097328,0.118802
1547,61.600000,11,1.217766,0.097328,0.118523
1557,62.000000,11,1.238442,0.097328,0.120535
1567,62.400000,12,1.185728,0.106176,0.125896
1577,62.800000,12,1.115350,0.106176,0.118424
1587,63.200000,11,1.104757,0.097328,0.107524
1597,63.600000,10,1.108349,0.088480,0.098067
1607,64.000000,10,1.148915,0.088480,0.101656
1617,64.400000,9,1.095406,0.079632,0.087230
1627,64.800000,9,1.002571,0.079632,0.079837
1637,65.200000,9,1.028675,0.079632,0.081916
1647,65.600000,9,1.032713,0.079632,0.082237
1657,66.000000,9,1.050796,0.079632,0.083677
1667,66.400000,9,1.022983,0.079632,0.081462
1677,66.800000,9,1.009342,0.079632,0.080376
1687,67.200000,9,0.946324,0.079632,0.075358
1697,67.600000,9,0.942254,0.079632,0.075034
1707,68.000000,9,0.928086,0.079632,0.073905
1717,68.400000,9,0.925593,0.079632,0.073707
1727,68.800000,9,0.928541,0.079632,0.073942
1737,69.200000,9,0.928011,0.079632,0.073900
1747,69.600000,9,0.907770,0.079632,0.072288
1757,70.000000,8,0.825033,0.070784,0.058399
1767,70.400000,8,0.828938,0.070784,0.058676
1777,70.800000,8,0.802099,0.070784,0.056776
1787,71.200000,7,0.739054,0.061936,0.045774
1797,71.600000,7,0.730578,0.061936,0.045249
